Number;Number 1;Number 2
7502;26988;26458
45498;37900;67674
55870;26886;44436
74942;77692;82284
11585;21384;12419
84586;15101;40426
83001;34834;59644
48546;62037;8627
10580;95650;55673
70785;95997;59994
48690;80278;23076
52506;34440;85535
36639;73317;42253
45273;11898;38431
4486;62724;42105
88961;61424;14309
55784;95228;26611
41199;72879;83876
83063;59920;48871
67534;88846;93395
69092;13136;92710
71138;60246;2569
76390;26783;68361
33506;6738;55746
10101;11297;95972
41336;26019;93601
90640;80657;79776
88951;60404;69516
27038;80084;46905
67128;88390;15546
99976;7402;6105
84719;49765;93807
92365;83909;54345
72175;74289;34459
45376;82524;44546
72235;62142;14869
6952;55289;47408
37473;68844;48994
4146;21011;32903
76695;24386;64821
71231;9454;71306
55634;17488;17962
610;52729;64198
40494;45878;69248
84220;52193;48032
24541;87973;99287
92179;30152;75956
67171;36049;71532
48415;39235;53527
86236;2572;6056
75996;88266;15091
7184;73115;93916
40308;74541;99069
98883;93461;60353
30699;28806;5975
16830;86072;82147
33509;67611;65089
93221;63989;90495
27508;15906;30097
2202;74407;45849
9616;41300;5345
52228;57274;73133
58751;97044;13369
53829;42486;25436
68845;25228;39301
24480;96495;9993
53080;8729;44311
23022;58071;67381
74960;35779;2228
10029;79180;71462
50211;50204;15761
58405;6790;24026
51000;59606;1264
90350;80488;17901
72032;10213;75048
36304;60789;60013
50562;38823;14070
81583;46998;64618
77423;67660;92595
77800;49157;26249
10996;23175;63874
95741;11678;70967
73454;75435;63130
68560;80507;42380
206;4393;28656
78210;46252;77465
71374;85424;75816
2702;83344;57988
97825;40509;26262
62404;59524;78246
33052;59757;16357
50082;56061;97738
30036;2124;61677
84368;25397;7134
86472;48399;46698
95639;52818;94635
56452;20216;10464
46675;24253;71852
39497;68111;4816
19680;35781;32153
73992;83751;52700
79358;88783;94686
60078;89918;9017
52071;14534;88829
16819;97793;76304
4740;94114;79421
80506;8275;17688
82762;60294;9761
79218;24340;42424
50271;78112;42121
73320;80470;38771
50912;68297;85763
75168;68760;45359
30441;32450;66525
45347;26143;24430
68325;70886;60799
98925;11634;25320
26252;89343;68553
7999;41142;38755
1079;17939;45302
60868;10726;67659
15718;71588;70558
91547;95000;15706
4513;66456;38182
51013;85252;40149
46573;6465;34547
80954;7018;89995
58556;43676;79832
28477;92735;62340
52851;24720;94097
46534;89492;20396
15506;18944;82723
972;33100;28438
89262;93926;86133
15025;29540;53781
11678;50560;39785
49836;8118;95903
50258;60344;14513
16661;73055;46486
80244;81348;98033
4233;58731;13508
4839;17027;43942
59240;32441;94752
78422;91656;17028
79201;14354;46131
63772;12655;26419
22625;97726;55403
10622;43200;58690
56812;42550;21811
84622;32633;34180
66113;79139;78007
75452;83895;78528
23745;76902;10115
58801;64254;21880
83680;16017;26985
28272;31620;96748
60903;67502;8032
1374;5284;22712
92746;32879;70204
412;52259;77480
20268;22483;43503
59416;54324;85896
84116;98857;2134
16985;6505;26894
44252;8502;14137
91795;84945;20265
79759;79106;38594
79160;39706;90198
55257;50785;2742
82154;58319;59201
38454;85452;13300
12193;60117;71504
45679;15252;58722
72363;64545;54426
98469;74370;56725
98764;88546;34684
63659;96404;33612
3091;70115;3687
92209;98337;50640
63388;32054;19419
67519;14612;82399
64221;93956;30622
22554;91134;67289
45852;65364;88398
74594;13816;74598
63289;68997;84279
86314;68596;55246
67926;1178;88292
75281;87474;60980
88280;11164;99781
17533;11611;11044
95669;14325;55266
46024;57775;85573
93802;31166;38285
7612;55290;96107
33545;59868;78644
56765;19807;88444
5544;48985;89633
83084;91600;81189
65250;53931;58273
72499;22479;12333
49608;2812;38531
85101;93886;72213
21218;4971;89231
49579;47845;72431
93598;45317;24960
75467;62477;15774
46721;52417;76998
13159;34846;40477
68502;38480;24683
47236;96163;92190
74590;92115;43913
30603;45276;26699
72061;67667;53333
86677;14101;33752
574;54049;72625
60681;36270;81005
87978;5042;60739
59628;75080;94133
48215;28603;3099
97121;4354;56304
9061;81740;28236
97416;96276;80612
36820;49239;62972
28;84528;69449
51054;80486;31488
73196;62315;92947
51042;69324;67003
98874;69276;43794
77772;53554;2423
35203;57458;87230
18154;36458;70535
27000;25769;66503
10310;96253;56988
50650;9736;96989
26473;18092;49698
58377;1888;94660
1223;70582;59385
44524;87442;37854
57835;54060;39514
61718;10743;57172
73680;22636;29824
88382;84281;5841
59863;58597;38541
45547;29043;15915
21258;80068;90633
54959;8008;40539
5653;91812;55836
27008;30078;99625
49478;3359;38139
40030;22294;83823
66624;61254;36396
73248;86761;56172
33383;8099;34568
86083;24891;83208
76979;10006;72408
94112;51521;7939
8191;23794;26854
43633;70834;50286
11869;34080;95149
19343;27478;2919
39867;15026;21698
87785;60397;37307
38015;8437;65666
46414;40533;10911
22333;75681;86341
28589;16164;50296
20857;92586;28192
58932;68638;51858
33576;75568;99427
103;24283;7498
43088;17879;83898
85521;91235;5996
15811;40401;18325
41617;35359;84105
75414;41077;96952
18525;69163;35476
66026;51487;80462
83140;45985;74650
30115;11309;32467
39316;90514;36293
44542;12425;49548
9788;88845;32413
70223;63331;93270
97281;80327;96012
47345;16093;51279
35565;11409;17318
72442;39781;83945
63892;98511;34188
10776;96836;66006
82996;78962;55206
54181;18891;6763
45070;49873;6244
76520;77412;96196
86593;26161;72186
49599;79696;81742
70200;64571;96653
93233;71268;23801
27849;45059;68219
45995;89296;763
562;75149;30089
12460;93738;44792
63621;926;17694
65933;84493;75488
41940;50824;3784
33476;87661;33197
51037;50561;33578
66866;42151;21279
1521;98559;8650
11004;69456;32355
49766;57694;27505
71334;49043;5914
29104;4258;52435
15688;51314;6956
33023;43554;73914
14586;47679;60736
83684;22415;25618
2062;96084;99945
32232;40421;65850
54374;13380;56884
42879;69765;60751
59650;29396;98964
87390;83899;532
31118;50884;85045
55805;67225;14198
16685;99277;22117
86523;29394;66458
87001;92685;44248
70790;4773;31598
36527;73859;82797
44474;24236;22196
89187;95521;97648
23304;35692;44355
48189;78403;83124
26455;15912;50286
15796;30902;44314
62724;27299;95968
73394;68528;16427
1758;38824;88151
81018;3421;80539
26541;81334;96025
27196;71611;81068
21623;53482;67590
74341;84500;8389
40072;10124;46468
46210;91454;15133
63296;11715;53893
81094;56899;98054
48386;94164;7192
3841;7204;77021
70443;54579;16960
3044;71173;44293
68379;95387;52198
3239;29046;1404
10852;50172;9967
96858;82180;23768
49958;17897;55474
43122;35104;54869
5707;62038;34775
97458;1680;19262
69962;20698;48811
58779;58933;92508
93251;44666;40350
9601;54478;31903
61641;10895;7975
57798;91193;42540
12890;7116;39175
76827;52298;46734
21199;59675;77457
23487;79149;67419
72937;87540;12621
29174;57609;39863
93469;16124;16441
81094;9937;66261
10771;87951;73964
11868;21083;18513
5130;80236;24018
1562;79508;25003
50908;21006;24230
15968;21059;88766
61406;82787;8668
45151;60160;94610
94771;64135;56455
3301;51892;29434
58093;44590;35650
39909;34573;42401
59851;76549;93836
75863;66401;45309
16997;59031;7156
45218;91762;73795
53583;47192;41245
5206;77099;319
7364;90580;81663
23258;39076;53807
21225;77955;87985
76260;30497;4837
79000;46592;45155
48888;86505;13689
91898;77661;35447
34006;89178;66853
55109;95043;36948
3906;61668;26347
77907;31221;54127
16536;20385;44866
24222;65166;61370
29602;42721;57434
29875;91598;17459
10253;29543;25083
28711;71150;31978
41519;76019;62250
89899;65045;60836
64788;44128;33331
48501;52812;94569
1781;19190;76081
82650;67802;65664
42252;85484;74601
55345;43815;43859
76900;61030;45900
15349;70088;34706
33993;78086;83909
28519;15601;15649
33052;17820;55919
88411;68972;3621
48492;98591;70927
68007;13765;20400
54697;46902;28540
92843;13178;70086
91108;78853;98035
78373;50954;72630
42611;22243;93365
72976;71482;75382
81409;49800;94594
89923;74761;99394
92178;86503;54914
64914;34572;28754
19193;9763;9963
16151;15914;14665
87206;51938;62033
90651;75582;60151
31119;49606;77101
67799;57419;93869
84642;69443;32546
90738;75352;33588
29521;45904;8679
91022;11405;51940
48415;39888;42152
44415;24142;70009
75965;52485;83782
5738;61792;21026
28598;72348;72058
31681;68171;76835
84684;88300;39871
16124;80565;91493
95066;469;42478
22214;80153;66543
29930;33077;17836
15263;12414;50590
46539;55220;48257
3159;16921;89282
227;73649;294
87407;63881;72226
17609;8070;24176
39169;27995;25812
58962;39839;97022
69177;89002;93788
96150;72804;20297
85887;98615;95843
72828;26464;78853
98024;239;586
34853;57422;22709
88065;1779;968
92100;57479;23095
43700;4996;48813
89878;24351;16333
45812;46470;83452
7885;26874;86667
6886;76912;45376
79264;66911;44574
57654;76483;36071
43114;1754;22747
39698;96105;82687
43542;34191;50429
94800;73773;14657
76360;65399;26624
54796;91098;18296
33560;35862;86359
92671;78957;50874
84860;49730;4821
35663;50246;57434
19695;80483;4116
92067;71516;97967
89332;36756;23389
25316;68047;90772
1620;8468;62272
8737;2355;99588
735;65464;7562
27665;39170;33811
37566;19515;44913
17035;15798;60560
87692;37269;50405
76150;68512;98523
6996;56219;27712
10662;39391;96667
80813;75600;6452
40399;9844;53850
70872;9251;47965
80545;14330;79330
75462;21654;79948
87840;51545;45848
4915;77693;95588
97675;15279;78273
72288;74309;80471
55867;75324;74729
15387;47390;64251
42937;29759;52672
79343;69244;29029
90470;64232;52227
22193;71150;18213
13740;99172;75869
68761;66030;29135
82183;72856;85907
54581;13026;45538
70038;86251;67370
68850;69745;81587
3816;75936;8877
72761;38913;88796
47771;30292;21224
32823;42267;37820
61797;37934;59885
51218;51099;83058
66404;22122;24523
52605;98883;83614
55752;16108;58899
79137;49365;68861
78740;74964;88314
78811;56661;19727
68045;91578;53565
72342;77578;85492
58612;25884;98629
27014;7238;86961
56258;15587;23730
33654;38077;54519
61498;13825;15038
54002;91974;69672
82444;60128;59753
53124;17483;58924
12369;26603;64062
76797;77570;67219
84820;24238;23441
63162;2287;5973
56840;52427;39769
9995;66447;41548
11716;53176;32713
50619;65724;15880
52296;61060;86563
35201;54164;48790
13022;51272;84104
31585;27063;63485
26668;52236;26792
93988;30365;99551
52059;31761;27323
95878;16882;31263
14598;93725;67164
20378;18270;70779
93192;44628;38320
65288;72229;89214
32244;41401;80475
66765;86377;70906
2228;41512;37584
69446;98466;23483
74013;39838;41991
38524;52542;8326
17435;11637;25556
23560;24733;57062
10368;79450;13974
79558;58148;68710
97807;85426;44352
96173;54551;26692
84894;13196;98007
58751;20740;47523
70278;78999;94540
70457;3561;40567
46771;65008;20474
37909;84731;1432
65604;31402;8718
17347;93657;90099
20296;10397;45163
50002;21740;5186
68195;68901;25753
82042;12036;18258
22590;832;88347
60250;56193;50098
53950;4060;74537
4015;75978;16095
40325;50134;97096
48857;13365;82511
38815;60608;35687
54975;62644;48580
31439;42551;98824
89116;71484;4513
23815;99896;38921
1876;37141;80606
61555;73781;77448
80520;44178;18464
61361;96190;21438
65339;27139;7386
26481;43311;96008
3335;50078;68160
83674;13265;12486
61275;9576;84408
45840;93326;99408
20404;29032;59201
27614;16860;46331
48673;87667;36452
26607;62619;79696
85389;47977;88164
21093;96696;76065
45946;23179;90818
18683;32489;39908
64173;61380;39561
59828;74868;91664
27833;44519;65808
72228;73043;91770
8411;29718;97911
29515;26610;32228
28501;39951;66745
24939;74607;25079
34641;58417;25659
83693;93138;14076
66153;11968;48426
38588;34868;80718
61707;69993;87424
59385;51129;56240
93942;58586;72670
22247;74957;29834
72699;25421;49971
12930;29934;9631
72170;81461;77927
99979;44582;90033
26953;81205;74215
55039;16922;48021
15648;10230;21681
60650;86489;7083
88473;2911;53160
82051;31771;73279
6914;90582;9780
53644;35931;3638
89352;61162;18563
1539;74912;5581
58449;33658;65791
96973;94700;56001
84855;47548;2140
20593;89931;12037
96805;60663;35409
80937;41324;32501
62208;22541;96687
63363;59233;63751
78846;36584;7240
52449;94896;42522
98680;13911;45969
23528;72154;28376
75903;41526;38417
85681;85418;71591
21545;1432;46435
38866;72678;6023
64535;54154;11480
47377;1692;10575
58629;61980;30988
26368;82901;31950
88857;36123;28664
78935;51913;54673
24146;64138;79834
56336;80725;45745
372;29116;84903
77133;45221;89305
90815;50153;3011
86229;39864;13512
95542;89577;14215
45299;89896;27550
33347;29093;14734
33126;63159;83033
49922;17289;53441
35138;79706;71809
35944;30692;91216
26757;87991;51955
60363;54218;78546
61337;64526;64487
13725;52965;74088
5084;38029;12512
88171;28169;87203
1090;47343;66678
35084;54513;12174
94340;71193;22962
18983;54422;34594
81155;78555;35793
64560;25752;42984
79925;93874;5723
47827;44002;56008
74744;63894;5504
41375;48204;1022
49765;50926;43080
99109;99574;40706
83525;86423;24212
33859;51126;3725
69655;84757;43357
52541;62906;36078
84947;92408;91457
87982;77506;9063
47783;51669;88242
30636;24740;90182
97626;66817;38080
60939;92452;77270
12745;77358;44269
67962;95681;78672
41524;64853;86781
60768;52070;31908
44184;73564;46057
65404;54328;88924
69151;73575;14636
76080;25900;69947
87949;17060;86100
21533;51421;13704
43888;47155;49990
37194;69739;71936
33591;85264;63020
77028;13248;91486
33861;77299;25636
37627;80005;51325
67441;67764;73717
62715;4371;55711
34534;6099;16076
92262;20354;94396
25541;29679;86992
5262;48954;21708
62;16721;1154
75384;98537;66767
75487;50224;22906
87932;39910;21160
96191;36171;24068
26021;79293;93443
23641;11423;85638
21739;49411;63779
67175;17390;41773
47575;60276;9923
7213;46062;39546
90164;23068;84680
435;28349;65214
37707;80336;46166
21312;65481;71464
94026;51487;89519
81109;861;49715
50788;55362;39583
99167;85665;28194
95748;79498;38953
88090;5136;92628
20803;20685;77403
37357;42754;35816
39105;6332;74841
19240;83251;79459
61156;93468;83358
65021;14684;54815
62074;71540;1316
11829;68969;36466
73788;85481;92033
87919;28350;55188
3371;75135;23829
29504;51607;16668
18732;68350;96256
4098;41378;25874
92618;89523;30597
4181;62001;93192
44892;53066;68583
88696;73141;18583
71109;81988;46085
98443;62037;62332
93965;46981;94587
18920;53900;40601
96579;37562;9001
39952;37703;12523
46352;7504;35505
22882;49607;17248
79673;67005;24312
47999;44832;63100
27412;63439;67298
56717;31310;29205
81724;61920;67192
83045;28510;32066
40119;67517;22415
17457;36652;96200
75835;12182;27879
98784;76835;55283
37844;84817;70523
52236;10080;11753
66580;35813;46750
47890;83444;47668
43147;6933;8455
94053;98931;77514
60642;72412;22457
11710;36627;31148
29225;37157;14115
43640;47674;52625
90823;61850;52982
27499;58643;94680
29041;64991;75237
99299;52717;38386
43674;63335;20734
57582;51005;24495
47350;76315;57682
33881;5596;73122
68472;60332;87768
11128;17430;87995
8166;54410;34850
98156;68984;9801
29395;17276;60756
23168;13226;93826
70473;68764;21372
95972;46606;61710
14188;31114;67521
93752;42886;35817
6888;92292;24357
23121;22466;3362
85616;95572;43394
64033;61667;25419
92393;9505;36280
48825;17142;54258
69232;9511;90257
46236;95175;3848
51265;63956;27834
22998;40927;47977
6158;69814;21920
43858;98957;49902
20211;99963;53360
33637;24231;17569
46140;31717;70495
87069;44250;40183
1894;38211;29760
44786;26910;28104
2255;40684;80146
51226;24009;41278
96640;47419;97333
38851;47152;97935
4860;43237;2859
14583;8328;99384
6248;91588;48397
52745;38909;76921
87636;109;97191
52132;30277;53246
10112;72513;41756
79320;51669;7875
55034;54533;65127
